AccidentNumber,AccidentDate,Injury,Fatality,PropertyDamage,HitAndRun,CollisionType,Weather,Illumination,Precinct
20220170965,4/10/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220170999,4/10/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,CENTRA
20220171028,4/10/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - NOT LIGHTED,HERMIT
20220171032,4/10/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220171145,4/10/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,SOUTH
20220171149,4/10/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DARK - LIGHTED,SOUTH
20220171310,4/10/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,HERMIT
20220171336,4/10/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,CLEAR,DAYLIGHT,MIDTOW
20220171353,4/10/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,SOUTH
20220171359,4/10/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220171395,4/10/2022,TRUE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MIDTOW
20220171402,4/10/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220171436,4/10/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MADISO
20220171467,4/10/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,WEST
20220171497,4/10/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220171513,4/10/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220171565,4/10/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220171588,4/10/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,WEST
20220171589,4/10/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,CLEAR,DAYLIGHT,MADISO
20220171602,4/10/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220171614,4/10/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,EAST
20220171615,4/10/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220171627,4/10/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,EAST
20220171635,4/10/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220171655,4/10/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220171808,4/10/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,HERMIT
20220171822,4/10/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MADISO
20220171851,4/10/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,NORTH
20220171908,4/10/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220171943,4/10/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DARK - NOT LIGHTED,MADISO
20220171996,4/10/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DARK - NOT LIGHTED,SOUTH
20220172065,4/10/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,HERMIT
20220172094,4/10/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,SOUTH
20220172123,4/10/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,NORTH
20220172163,4/10/2022,TRUE,FALSE,FALSE,TRUE,OTHER,CLEAR,DARK - LIGHTED,HERMIT
20220172334,4/10/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,NORTH
20220172349,4/10/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DARK - NOT LIGHTED,SOUTH
20220172508,4/11/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,MADISO
20220172904,4/11/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MIDTOW
20220172953,4/11/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,CENTRA
20220172979,4/11/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLOUDY,DAYLIGHT,MADISO
20220173016,4/11/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220173034,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,CENTRA
20220173047,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220173109,4/11/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,SOUTH
20220173115,4/11/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,CLOUDY,DAYLIGHT,MADISO
20220173178,4/11/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,EAST
20220173249,4/11/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,SOUTH
20220173272,4/11/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,HERMIT
20220173275,4/11/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,MADISO
20220173289,4/11/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,HERMIT
20220173396,4/11/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,HERMIT
20220173421,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,WEST
20220173535,4/11/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,NORTH
20220173537,4/11/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,NORTH
20220173552,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,MADISO
20220173556,4/11/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,SOUTH
20220173617,4/11/2022,FALSE,FALSE,FALSE,FALSE,HEAD-ON,RAIN,DAYLIGHT,MIDTOW
20220173642,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,CENTRA
20220173671,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,WEST
20220173718,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,MIDTOW
20220173722,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,EAST
20220173725,4/11/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,SOUTH
20220173742,4/11/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,CENTRA
20220173762,4/11/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,SOUTH
20220173779,4/11/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,MADISO
20220173787,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,SOUTH
20220173791,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,MIDTOW
20220173807,4/11/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,SOUTH
20220173808,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,SOUTH
20220173859,4/11/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,WEST
20220173893,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,MIDTOW
20220173907,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220173917,4/11/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,HERMIT
20220173923,4/11/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLOUDY,DAYLIGHT,EAST
20220173929,4/11/2022,FALSE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,WEST
20220173951,4/11/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,NORTH
20220174000,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,CENTRA
20220174014,4/11/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,HERMIT
20220174101,4/11/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,MIDTOW
20220174168,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,SOUTH
20220174289,4/11/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,MADISO
20220174392,4/11/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,NORTH
20220174397,4/11/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - NOT LIGHTED,HERMIT
20220174518,4/11/2022,TRUE,FALSE,FALSE,FALSE,SIDESWIPE - OPPOSITE DIRECTION,RAIN,DARK - LIGHTED,MIDTOW
20220174542,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220174556,4/11/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - NOT LIGHTED,HERMIT
20220174563,4/11/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,RAIN,DARK - LIGHTED,NORTH
20220174567,4/11/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,RAIN,DARK - LIGHTED,HERMIT
20220174635,4/12/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,NORTH
20220174641,4/11/2022,TRUE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220174678,4/12/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DARK - LIGHTED,SOUTH
20220174692,4/12/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,MADISO
20220174820,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,WEST
20220174831,4/12/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DARK - LIGHTED,SOUTH
20220174955,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,SOUTH
20220174986,4/12/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,HERMIT
20220174987,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,NORTH
20220175012,4/12/2022,TRUE,FALSE,FALSE,FALSE,SIDESWIPE - OPPOSITE DIRECTION,RAIN,DAWN,NORTH
20220175018,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,NORTH
20220175039,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAWN,HERMIT
20220175041,4/12/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,WEST
20220175050,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,MADISO
20220175056,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DUSK,HERMIT
20220175060,4/12/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,CENTRA
20220175075,4/12/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAWN,NORTH
20220175149,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,NORTH
20220175151,4/12/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,HERMIT
20220175166,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,WEST
20220175175,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DAYLIGHT,CENTRA
20220175176,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,HERMIT
20220175191,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,MADISO
20220175216,4/12/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,MADISO
20220175238,4/12/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,HERMIT
20220175243,4/12/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - OPPOSITE DIRECTION,CLEAR,DAYLIGHT,EAST
20220175265,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220175272,4/12/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,MIDTOW
20220175275,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,HERMIT
20220175303,4/12/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,CENTRA
20220175326,4/12/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,NORTH
20220175350,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220175360,4/12/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,NORTH
20220175371,4/12/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,HERMIT
20220175374,4/12/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DAYLIGHT,MADISO
20220175416,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220175425,4/12/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MIDTOW
20220175427,4/12/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,WEST
20220175438,4/12/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,HERMIT
20220175445,4/12/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,HERMIT
20220175446,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220175513,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DAYLIGHT,SOUTH
20220175518,4/13/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DARK - LIGHTED,SOUTH
20220175581,4/12/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MIDTOW
20220175653,4/12/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,HERMIT
20220175816,4/3/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,MIDTOW
20220175849,4/12/2022,FALSE,FALSE,FALSE,FALSE,HEAD-ON,CLOUDY,DAYLIGHT,HERMIT
20220176002,4/12/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,MADISO
20220176038,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,EAST
20220176056,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220176059,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,MADISO
20220176078,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,SOUTH
20220176082,4/12/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220176121,4/12/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,CENTRA
20220176131,4/12/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,EAST
20220176385,4/12/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,CENTRA
20220176420,4/12/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DARK - LIGHTED,MIDTOW
20220176624,4/12/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MIDTOW
20220176722,4/12/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DARK - NOT LIGHTED,SOUTH
20220176833,4/12/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MADISO
20220176981,4/13/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MIDTOW
20220177070,4/13/2022,FALSE,FALSE,FALSE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DARK - LIGHTED,CENTRA
20220177077,4/13/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,WEST
20220177095,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAWN,MIDTOW
20220177104,4/13/2022,FALSE,FALSE,FALSE,TRUE,Front to Rear,CLOUDY,DAYLIGHT,NORTH
20220177155,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,NORTH
20220177185,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220177195,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,HERMIT
20220177213,4/13/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,NORTH
20220177248,4/13/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,EAST
20220177263,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,EAST
20220177268,4/13/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,HERMIT
20220177275,4/13/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLOUDY,DAYLIGHT,MIDTOW
20220177313,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,HERMIT
20220177327,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,CENTRA
20220177355,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,WEST
20220177397,4/13/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,MADISO
20220177411,4/13/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,EAST
20220177428,4/13/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,RAIN,DAYLIGHT,HERMIT
20220177491,4/13/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,RAIN,DAYLIGHT,WEST
20220177584,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,SOUTH
20220177657,4/13/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220177751,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MIDTOW
20220177780,4/13/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,MIDTOW
20220177926,4/13/2022,TRUE,FALSE,FALSE,FALSE,HEAD-ON,CLOUDY,DAYLIGHT,NORTH
20220177963,4/13/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,CENTRA
20220177993,4/13/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,MIDTOW
20220178047,4/13/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DAYLIGHT,CENTRA
20220178053,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,EAST
20220178083,4/13/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220178085,4/13/2022,FALSE,FALSE,FALSE,TRUE,SIDESWIPE - SAME DIRECTION,CLEAR,DAYLIGHT,MIDTOW
20220178109,4/13/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLEAR,DAYLIGHT,MADISO
20220178122,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,CENTRA
20220178129,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,MIDTOW
20220178161,4/13/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DAYLIGHT,SOUTH
20220178203,4/13/2022,FALSE,FALSE,FALSE,TRUE,ANGLE,CLEAR,DAYLIGHT,CENTRA
20220178217,4/13/2022,TRUE,FALSE,FALSE,FALSE,ANGLE,CLEAR,DAYLIGHT,SOUTH
20220178236,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,CENTRA
20220178270,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,CENTRA
20220178285,4/13/2022,FALSE,FALSE,FALSE,FALSE,Front to Rear,CLOUDY,DAYLIGHT,SOUTH
20220178310,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,SOUTH
20220178335,4/13/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLOUDY,DARK - NOT LIGHTED,WEST
20220178337,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,MADISO
20220178338,4/13/2022,FALSE,FALSE,FALSE,FALSE,SIDESWIPE - SAME DIRECTION,CLOUDY,DARK - NOT LIGHTED,MIDTOW
20220178340,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DAYLIGHT,HERMIT
20220178395,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,CLOUDY,DUSK,EAST
20220178452,4/13/2022,TRUE,FALSE,FALSE,TRUE,Front to Rear,CLEAR,DARK - LIGHTED,HERMIT
20220178464,4/13/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,WEST
20220178495,4/13/2022,TRUE,FALSE,TRUE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,MADISO
20220178528,4/13/2022,FALSE,FALSE,FALSE,FALSE,ANGLE,RAIN,DARK - LIGHTED,SOUTH
20220178568,4/13/2022,TRUE,FALSE,FALSE,TRUE,ANGLE,RAIN,DARK - NOT LIGHTED,SOUTH
20220178594,4/13/2022,FALSE,FALSE,TRUE,TRUE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,NORTH
20220178598,4/13/2022,TRUE,FALSE,FALSE,FALSE,Front to Rear,RAIN,DARK - NOT LIGHTED,WEST
20220178603,4/13/2022,FALSE,FALSE,FALSE,FALSE,HEAD-ON,RAIN,DARK - LIGHTED,WEST
20220178660,4/13/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,CLEAR,DARK - LIGHTED,MADISO
20220178681,4/13/2022,FALSE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,SOUTH
20220178703,4/13/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - LIGHTED,EAST
20220178705,4/13/2022,TRUE,FALSE,FALSE,FALSE,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,RAIN,DARK - NOT LIGHTED,WEST
